Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,428,
11/15/2020,02/01/2020,11/14/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1724,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,0-24,11,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,25-34,33,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,35-44,79,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,45-54,207,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,55-64,485,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,65-74,827,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,75-84,889,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,85+,810,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MS,COVID-19,COVID-19,U071,All Ages,3341,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,14,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,45,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,120,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,267,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,367,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,391,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1210,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,31,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,73,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,82,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,79,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,271,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,21,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,58,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,89,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,64,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,34,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,276,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,35-44,13,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,45-54,45,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,55-64,127,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,65-74,259,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,75-84,343,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,85+,357,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory failure,J96,All Ages,1149,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,65-74,11,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,75-84,12,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,85+,19,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,All Ages,46,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,13,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,35,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,42,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,44,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,141,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,30,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,66,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,103,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,85+,164,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,371,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,17,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,44,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,81,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,85+,135,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,283,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,45-54,14,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,55-64,22,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,65-74,34,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,75-84,42,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,85+,39,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrest,I46,All Ages,154,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,15,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,51,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,57,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,116,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,246,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,55-64,12,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,65-74,43,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,75-84,65,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,85+,128,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Heart failure,I50,All Ages,255,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,11,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,28,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,53,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,74,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,174,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,22,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,43,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,32,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,70,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,174,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,45-54,15,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,55-64,59,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,65-74,106,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,75-84,103,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,85+,67,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Sepsis,Sepsis,A40-A41,All Ages,356,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,15,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,48,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,39,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,39,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,149,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,45-54,16,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,55-64,44,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,65-74,83,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,75-84,96,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,85+,67,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Diabetes,Diabetes,E10-E14,All Ages,312,
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,55-64,21,
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,65-74,24,
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,75-84,12,
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Obesity,Obesity,E65-E68,All Ages,70,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,45-54,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,55-64,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,75-84,59,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,85+,116,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Alzheimer disease,Alzheimer disease,G30,All Ages,184,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,25,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,97,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,221,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,349,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,45-54,17,
